latin,english,french,spanish,chinese,cas,pl_list
virgimycinum,virgimycin,,,,,pl13
virgimycinum,virgimycin,,,,,pl13
amidopyrinum,amidopyrine,,,,,pl13
calciferolum,calciferol,-caïne,-vérine,,,pl13
acecarbromalum,acecarbromal,acécarbromal,acecarbromal,醋卡溴脲,,pl14
acefyllinum piperazinum,accfylline piperazine,acéfylline pipérazine,acefilina piperazina,,,pl14
aceperonum,aceperone,acépérone,aceperona,醋哌隆,,pl14
acidum asparticum,aspartic acid,acide aspartique,ácido aspártico,门冬氨酸,,pl14
acidum etacrynicum,etacrynic acid,acide étacrynique,ácido etacrínico,依他尼酸,,pl14
acidum iobenzamicum,iobenzamic acid,acide iobenzamique,ácido iobenzámico,碘苯扎酸,,pl14
acidum iosefamicum,tosefamic acid,acide ioséfamique,ácido iosefámico,,,pl14
acoxatrmum,acoxatrine,acoxatrine,acoxatrina,醋群,,pl14
adicillinum,adicillin,adicilline,adicilina,阿地西林,,pl14
alcloxum,alcloxa,alcloxa,alcloxa,铝克洛沙,,pl14
aldioxum,aldioxa,aldioxa,aldioxa,尿囊素铝,,pl14
allopurinolum,allopurinol,allopurinol,alopurinol,别嘌醇,,pl14
almecillinum,almecillin,almécilline,almecilina,阿美西林,,pl14
amfetylinum,amfetyline,,,,,pl14
amicyclinum,amicycline,amicycline,amiciclina,阿米环素,,pl14
aminorexum,aminorex,aminorex,aminorex,阿米雷司,,pl14
amiperonum,amiperone,amipérone,amiperona,阿米哌隆,,pl14
anisopirolum,anisopirol,anisopirol,anisopirol,阿尼哌醇,,pl14
argininum,arginine,arginine,arginina,精氨酸,,pl14
azidamfenicolum,azidamfenicol,azidamfénicol,azidanfenicol,叠氮氯霉素,,pl14
becantonum,becantone,bécantone,becantona,贝恩酮,,pl14
benperidolum,benperidol,benpéridol,benperidol,苯哌利多,,pl14
benzetimidum,benzetimide,benzétimide,bencetimida,苄替米特,,pl14
bietaserpinum,bietaserpine,biétaserpine,bietaserpina,比他舍平,,pl14
bluensomycinum,bluensomycin,bluensomycine,bluensomicina,布鲁霉素,,pl14
bronopolum,bronopol,bronopol,bronopol,溴硝丙二醇,,pl14
butinolinum,butinoline,butinoline,butinolina,布替诺林,,pl14
butoxylatum,butoxylate,butoxylate,butoxilato,布托昔酯,,pl14
buzepidi metiodidum,buzepide metiodide,métiodure de buzépide,metioduro de buzepida,甲碘布,,pl14
cafedrinum,cafedrine,cafédrine,cafedrina,咖啡君,,pl14
capuridum,capuride,capuride,capurida,卡普脲,,pl14
carbubarbum,carbubarb,carbubarbe,carbubarbo,卡布比妥,,pl14
cefalotinum,cefalotin,céfalotine,cefalotina,头孢噻吩,,pl14
cepalonium,cepaloni,,,,,pl14
cepalonium,cepaloni,,,,,pl14
cepaloramum,cepaloram,,,,,pl14
cetofenicolum,cetofenicol,cétofénicol,cetofenicol,乙酰氯霉素,,pl14
clibucainum,clibucaine,clibucaïne,clibucaína,氯丁卡因,,pl14
clofexamidum,clofexamide,clofexamide,clofexamida,氯非沙胺,,pl14
clomethiazolum,clomethiazole,clométhiazole,clometiazol,氯美噻唑,,pl14
clominorexum,clominorex,clominorex,clominorex,氯氨雷司,,pl14
clorindanolum,clorindanol,clorindanol,clorindanol,氯茚酚,,pl14
clorprenalinum,clorprenaline,clorprénaline,clorprenalina,氯丙那林,,pl14
cotininum,cotinine,cotinine,cotinina,可替宁,,pl14
cyclazocinum,cyclazocine,cyclazocine,ciclazocina,环佐辛,,pl14
cycliraminum,cycliramine,cycliramine,cicliramina,赛利拉敏,,pl14
cytarabinum,cytarabine,cytarabine,citarabina,阿糖胞苷,,pl14
dalanatum insulinum,dalanated insulin,insuline dalanatée,insulina dalanatada,达仑胰岛素,,pl14
dantronum,dantron,dantrone,dantrón,丹蒽醌,,pl14
deferoxaminum,deferoxamine,déferoxamine,deferoxamina,去铁胺,,pl14
demecyclinum,demecycline,démécycline,demeciclina,去甲环素,,pl14
deslanosidum,deslanoside,deslanoside,deslanósido,去乙酰毛花苷,,pl14
dibenzepinum,dibenzepin,dibenzépine,dibenzepina,二苯西平,,pl14
dibromsalanum,dibromsalan,dibromsalan,dibromsalán,二溴沙仑,,pl14
dimantinum,dimantine,dimantine,dimantina,地孟汀,,pl14
dimecolonii iodidum,dimecolonium iodide,iodure de dimécolonium,ioduro de dimecolonio,地美碘铵,,pl14
dimelazinum,dimelazine,dimélazine,dimelazina,二甲拉嗪,,pl14
dimevamidum,dimevamide,dimévamide,dimevamida,地美戊胺,,pl14
domoxinum,domoxin,domoxine,domoxina,度莫辛,,pl14
droperidolum,droperidol,dropéridol,droperidol,氟哌利多,,pl14
estomycinum,estomycine,,,,,pl14
etafedrinum,etafedrine,étafédrine,etafedrina,乙非君,,pl14
ethiazidum,ethiazide,éthiazide,etiazida,乙噻嗪,,pl14
etofyllinum,ctofylline,étofylline,etofilina,,,pl14
etoglucidum,etoglucid,étoglucide,etoglúcido,依托格鲁,,pl14
etosalamidum,etosalamide,étosalamide,etosalamida,依托柳胺,,pl14
etozolinum,etozolin,étozoline,etozolina,依托唑啉,,pl14
fenfluraminum,fenfluramine,,,,,pl14
fenmetramidum,fenmetramnide,fenmétramide,fenmetramida,,,pl14
fenozolonum,fenozolone,fénozolone,fenozolona,非诺唑酮,,pl14
fentalynum,fentanyl,,,,,pl14
flucarbrilum,fucarbril,flucarbril,flucarbrilo,,,pl14
fluminorexum,fluminorex,fluminorex,fluminorex,氟氨雷司,,pl14
flupentixolum,flupentixol,flupentixol,flupentixol,氟哌噻吨,,pl14
formetorexum,formetorex,formétorex,formetorex,福美雷司,,pl14
furosemidum,furosemide,furosémide,furosemida,呋塞米,,pl14
gefarnatum,gefarnate,géfarnate,gefarnato,吉法酯,,pl14
gentamycinum,gentamycin,,,,,pl14
glyoctamidum,glyoctamide,glyoctamide,glioctamida,格列辛脲,,pl14
heptabarbum,heptabarb,heptabarbe,heptabarbo,环庚比妥,,pl14
heteronii bromidum,heteronium bromide,bromure d'hétéronium,bromuro de heteronio,海特溴铵,,pl14
hydracarbazinum,hydracarbazine,hydracarbazine,hidracarbazina,肼卡巴嗪,,pl14
hydrobentizidum,hydrobentizide,hydrobentizide,hidrobentizida,氢苄噻嗪,,pl14
ibufenacum,ibufenac,ibufénac,ibufenaco,异丁芬酸,,pl14
iopydolum,iopydol,iopydol,iopidol,碘吡多,,pl14
iopydonum,iopydone,iopydone,iopidona,碘吡酮,,pl14
litracenum,litracen,litracène,litraceno,利曲辛,,pl14
lymecyclinum,lymecycline,lymécycline,limeciclina,赖甲环素,,pl14
meprotixolum,meprotixol,méprotixol,meprotixol,美普替索,,pl14
mequinolum,mequinol,méquinol,mequinol,对甲氧酚,,pl14
metamfepramonum,metamfepramone,métamfépramone,metanfepramona,甲胺苯丙酮,,pl14
metisazonum,metisazone,métisazone,metisazona,美替沙腙,,pl14
metixenum,metixene,métixène,metixeno,美噻吨,,pl14
metoclopramidum,metoclopramide,métoclopramide,metoclopramida,甲氧氯普胺,,pl14
mimbanum,mimbane,mimbane,mimbrano,米姆苯,,pl14
minocyclinum,minocycline,minocycline,minociclina,米诺环素,,pl14
moperonum,moperone,mopérone,moperona,莫哌隆,,pl14
moxisylytum,moxisylyte,moxisylyte,moxisilita,莫西赛利,,pl14
nicofuranosum,nicofuranose,nicofuranose,nicofuranosa,尼可呋糖,,pl14
nifuroxazidum,nifuroxazide,nifuroxazide,nifuroxazida,硝呋齐特,,pl14
nifurthiazolum,nifurthiazole,nifurthiazole,nifurtiazol,硝呋噻唑,,pl14
nitrocyclinum,nitrocycline,nitrocycline,nifurciclina,硝环素,,pl14
norgesteronum,norgesterone,norgestérone,norgesterona,诺孕酮,,pl14
norpipanonum,norpipanone,norpipanone,norpipanona,诺匹哌酮,,pl14
octacainum,octacaine,octacaïne,octacaína,奥他卡因,,pl14
orciprenalinum,orciprenaline,orciprénaline,orciprenalina,奥西那林,,pl14
oxolaminum,oxolamine,oxolamine,oxolamina,奥索拉明,,pl14
panthenolum,panthenol,panthénol,pantenol,泛醇,,pl14
parapenzolati bromidum,parapenzolate bromide,bromure de parapenzolate,bromuro de parapenzolato,溴帕拉喷酯,,pl14
penmesterolum,penmesterol,penmestérol,penmesterol,戊甲睾醇,,pl14
pentazocinum,pentazocine,,,,,pl14
penthrichloralum,penthrichloral,penthrichloral,pentricloral,戊氧氯醛,,pl14
pimethixenum,pimethixene,piméthixène,pimetixeno,匹美噻吨,,pl14
polyetadenum,polyetadene,polyétadène,polietadeno,聚依他丁,,pl14
prazepamum,prazepam,prazépam,prazepam,普拉西泮,,pl14
prilocainum,prilocaine,prilocaïne,prilocaína,丙胺卡因,,pl14
procymatum,procymate,procymate,procimato,丙环氨酯,,pl14
prolonii iodidum,prolonium iodide,iodure de prolonium,ioduro de prolonio,普罗碘铵,,pl14
pronetalolum,pronetalol,pronétalol,pronetalol,丙萘洛尔,,pl14
propanididum,propanidid,propanidide,propanidid,丙泮尼地,,pl14
propiolactonum,propiolactone,propiolactone,propiolactona,丙内酯,,pl14
protheobrominum,protheobromine,prothéobromine,proteobromina,丙可可碱,,pl14
protriptylinum,protriptyline,protriptyline,protriptilina,普罗替林,,pl14
prozapinum,prozapine,prozapine,prozapina,普罗扎平,,pl14
pyridofyllinum,pyridofylline,pyridofylline,piridofilina,吡哆茶碱,,pl14
pyrinolinum,pyrinoline,pyrinoline,pirinolina,吡诺林,,pl14
pyrovaleronum,pyrovalerone,pyrovalérone,pirovalerona,吡咯戊酮,,pl14
quinacillinum,quinacillin,quinacilline,quinacilina,喹那西林,,pl14
quinbolonum,quinbolone,quinbolone,quinbolona,奎勃龙,,pl14
quindonii bromidum,quindonium bromide,bromure de quindonium,bromuro de quindonio,喹度溴铵,,pl14
quinestrolum,quinestrol,quinestrol,quinestrol,炔雌醚,,pl14
rolicyprinum,rolicyprine,rolicyprine,roliciprina,罗利普令,,pl14
rutamycinum,rutamycin,rutamycine,rutamicina,芦他霉素,,pl14
simtrazenum,simtrazene,simtrazène,simtrazeno,辛曲秦,,pl14
spiramidum,spiramide,spiramide,espiramida,螺酰胺,,pl14
spiroxasonum,spiroxasone,spiroxasone,espiroxasona,螺沙宗,,pl14
spiroxatrinum,spiroxatrine,spiroxatrine,espiroxatrina,螺沙群,,pl14
streptonigrinum,streptonigrin,,,,,pl14
sulazepamum,sulazepam,sulazépam,sulazepam,硫西泮,,pl14
sulfamethoxazolum,sulfamethoxazole,sulfaméthoxazole,sulfametoxazol,磺胺甲唑,,pl14
sulfametinum,sulfametin 一,,,,,pl14
sulfaperinum,sulfaperin,sulfapérine,sulfaperina,磺胺培林,,pl14
terizidonum,terizidone,térizidone,terizidona,特立齐酮,,pl14
theodrenalinum,theodrenaline,théodrénaline,teodrenalina,茶碱那林,,pl14
theophyllinum ephedrinum,theophylline ephedrine,théophylline éphédrine,teofilina efedrina,茶麻黄碱,,pl14
tigloidinum,tigloidine,tigloïdine,tigloidina,替格洛定,,pl14
tiocarlidum,tiocarlide,tiocarlide,tiocarlida,硫卡利特,,pl14
tiomesteronum,tiomesterone,tiomestérone,tiomesterona,硫甲睾酮,,pl14
tocofersolanum,tocofersolan,tocofersolan,tocofersolán,托可索仑,,pl14
tolnaftatum,tolnaftate,tolnaftate,tolnaftato,托萘酯,,pl14
tonzonii bromidum,tonzonium bromide,bromure de tonzonium,bromuro de tonzonio,通佐溴胺,,pl14
triaziquonum,triaziquone,triaziquone,triazicuona,三亚胺醌,,pl14
tribromsalanum,tribromsalan,tribromsalan,tribromsalán,三溴沙仑,,pl14
triclofenolum piperazinum,triclofenol piperazine,triclofénol pipérazine,triclofenol piperazina,三氯酚哌嗪,,pl14
trimetazidinum,trimetazidine,trimétazidine,trimetazidina,曲美他嗪,,pl14
tritoqualinum,tritoqualine,tritoqualine,tritocualina,曲托喹啉,,pl14
tybamatum,tybamate,-caïne,tibamato,泰巴氨酯,,pl14
quinum,quinoline derivatives,,,,,pl14
aceglutamidum,aceglutamide,acéglutamide,aceglutamida,醋谷胺,,pl15
aceprometazinum,aceprometazine,acéprométazine,aceprometazina,醋异丙嗪,,pl15
acidum ioglycamicum,ioglycamic acid,acide ioglycamique,ácido ioglicámico,碘甘卡酸,,pl15
acidum oxolonicum,oxolinic acid,acide oxolinique,ácido oxolínico,奥索利酸,,pl15
actinoquinolum,actinoquinol,actinoquinol,actinoquinol,阿克汀喹,,pl15
aklomidum,aklomide,aklomide,aclomida,阿克洛胺,,pl15
alfasonum,alfasone,,,,,pl15
alfetaminum,alfetamine,alfétamine,alfetamina,烯丙他明,,pl15
amantadinum,amantadine,amantadine,amantadina,金刚烷胺,,pl15
ampyzinum,ampyzine,ampyzine,ampizina,二甲胺嗪,,pl15
anisacrilum,anisacril,anisacril,anisacrilo,阿尼沙利,,pl15
antafenitum,antafenite,antafénite,antafenita,安他非尼,,pl15
antazonitum,antazonite,antazonite,antazonita,安他唑尼,,pl15
antelmycinum,antelmycin,antelmycine,antelmicina,安太霉素,,pl15
antienitum,antienite,antiénite,antienita,安替尼特,,pl15
atromepinum,atromepine,atromépine,atromepina,阿托美品,,pl15
bamifyllinum,bamifylline,bamifylline,bamifilina,巴米茶碱,,pl15
benhepazonum,benhepazone,benhépazone,benhepazona,苯庚宗,,pl15
benorteronum,benorterone,bénortérone,benorterona,贝诺特龙,,pl15
benzydaminum,benzydamine,benzydamine,bencidamina,苄达明,,pl15
bezitramidum,bezitramide,bézitramide,bezitramida,贝齐米特,,pl15
bromamidum,bromamide,bromamide,bromamida,溴马酰胺,,pl15
buramatum,buramate,buramate,buramato,布拉氨酯,,pl15
cactinomycinum,cactinomycin,cactinomycine,cactinomicina,放线菌素C,,pl15
carbamazepinum,carbamazepine,carbamazépine,carbamazepina,卡马西平,,pl15
carbenoxolonum,carbenoxolone,carbénoxolone,carbenoxolona,甘珀酸,,pl15
carfimatum,carfimate,carfimate,carfimato,卡非氨酯,,pl15
cefaforidinum,cefaloridine,céfaloridine,cefaloridina,头孢噻啶,,pl15
cetalkonii chloridum,cetalkonium chloride,chlorure de cétalkonium,cloruro de cetalconio,西他氯铵,,pl15
clocinizinum,clocinizine,clocinizine,clocinizina,氯西尼嗪,,pl15
clometeronum,clometerone,clométérone,clometerona,氯甲孕酮,,pl15
clopononum,cloponone,cloponone,cloponona,氯泊酮,,pl15
cloretatum,cloretate,clorétate,cloretato,氯乙双酯,,pl15
codoximum,codoxime,codoxime,codoxima,可多克辛,,pl15
cortodoxonum,cortodoxone,cortodoxone,cortodoxona,可托多松,,pl15
coumamycinum,coumamycin,coumamycine,cumamicina,库马霉素,,pl15
cyclexanonum,cyclexanone,cyclexanone,ciclexanona,环沙酮,,pl15
cyheptropinum,cyheptropine,cyheptropine,ciheptropina,环庚托品,,pl15
cypenaminum,cypenamine,cypénamine,cipenamina,苯环戊胺,,pl15
desaspidinum,desaspidin,désaspidine,desaspidina,地沙匹定,,pl15
desmethylmoramidum,desmethylmoramide,desméthylmoramide,desmetilmoramida,去甲吗米,,pl15
diarbaronum,diarbarone,diarbarone,diarbarona,地阿巴隆,,pl15
dimecaminum,dimecamine,dimécamine,dimecamina,地美卡胺,,pl15
diponii bromidum,diponium bromide,bromure de diponium,bromuro de diponio,地泊溴铵,,pl15
ditolamidum,ditolamide,ditolamide,ditolamida,地托胺,,pl15
dosulepinum,dosulepin,dosulépine,dosulepina,度硫平,,pl15
doxepin um,doxepin,doxépine,doxepina,多塞平,,pl15
embraminum,embramine,embramine,embramina,恩布拉敏,,pl15
encypratum,encyprate,encyprate,enciprato,恩环丙酯,,pl15
enoxolonum,enoxolone,énoxolone,enoxolona,甘草次酸,,pl15
etamsylatum,etamsylate,étamsylate,etamsilato,酚磺乙胺,,pl15
etomidatum,etomidate,étomidate,etomidato,依托咪酯,,pl15
felipyrinum,felipyrine,félipyrine,felipirina,苯利比林,,pl15
fenaclonum,fenaclon,fénaclone,fenaclón,非那可隆,,pl15
fenamisalum,fenamisal,fénamisal,fenamisal,非那米柳,,pl15
feneritrolum,feneritrol,fénéritrol,feneritrol,苯丁戊四酯,,pl15
fenharmanum,fenharmane,fenharmane,fenharmano,芬哈孟,,pl15
ferrotreninum,ferrotrenine,ferrotrénine,ferrotrenina,双苏氨铁,,pl15
flavoxatum,flavoxate,flavoxate,flavoxato,黄酮哌酯,,pl15
fluocortolonum,fluocortolone,fluocortolone,fluocortolona,氟可龙,,pl15
fluspirilenum,fluspirilene,fluspirilène,fluspirileno,氟司必林,,pl15
fosfestrolum,fosfestrol,fosfestrol,fosfestrol,磷雌酚,,pl15
furazolii chloridum,furazolium chloride,chlorure de furazolium,cloruro de furazolio,呋唑氯铵,,pl15
fusafunginum,fusafungine,fusafungine,fusafungina,夫沙芬净,,pl15
glafeninum,glafenine,glafénine,glafenina,格拉非宁,,pl15
glyhexamidum,glyhexamide,glyhexamide,glihexamida,格列己脲,,pl15
glymidinum natricum,glymidine sodium,glymidine sodique,glimidina de sodio,格列嘧啶钠,,pl15
guanisoquinum,guanisoquine,guanisoquine,guanisoquina,胍尼索喹,,pl15
guanoclorum,guanoclor,guanoclor,guanocloro,胍氯酚,,pl15
guanoxanum,guanoxan,guanoxan,guanoxano,胍生,,pl15
hepzidinum,hepzidine,hepzidine,hepzidina,庚齐啶,,pl15
hetacillinum,hetacillin,hétacilline,hetacilina,海他西林,,pl15
hexasonli iodidum,hexasonium iodide,iodure d'hexasonium,ioduro de hexasonio,海松碘铵,,pl15
hexedinum,hexedine,hexédine,hexedina,海克西定,,pl15
hexobendinum,hexobendine,hexobendine,hexobendina,海索苯定,,pl15
homofenazinum,homofenazine,homofénazine,homofenazina,高氟奋乃静,,pl15
hymecromonum,hymecromone,hymécromone,himecromona,羟甲香豆素,,pl15
iodamidum,iodamide,iodamide,iodamida,碘达胺,,pl15
iprindolum,iprindole,iprindole,iprindol,伊普吲哚,,pl15
ketocainum,ketocaine,kétocaïne,ketocaína,凯托卡因,,pl15
levorinum,levorin,lévorine,levorina,来伏林,,pl15
lidoflazinum,lidoflazine,lidoflazine,lidoflazina,利多氟嗪,,pl15
mebanazinum,mebanazine,mébanazine,mebanazina,美巴那肼,,pl15
mebutizidum,mebutizide,mébutizide,mebutizida,美布噻嗪,,pl15
meclofenoxatum,meclofenoxate,méclofénoxate,meclofenoxato,甲氯芬酯,,pl15
medrogestonum,medrogestone,médrogestone,medrogestona,美屈孕酮,,pl15
mefeserpinum,mefeserpine,méféserpine,mefeserpina,美非舍平,,pl15
megluminum,meglumine,méglumine,meglumina,葡甲胺,,pl15
meladrazinum,meladrazine,méladrazine,meladrazina,美拉肼,,pl15
meprednisonum,meprednisone,méprednisone,meprednisona,甲泼尼松,,pl15
methaniazidum,methaniazide,méthaniazide,metaniazida,甲磺烟肼,,pl15
mexenonum,mexenone,mexénone,mexenona,美克西酮,,pl15
mofebutazonum,mofebutazone,mofébutazone,mofebutazona,莫非布宗,,pl15
moxastinum,moxastin,moxastine,moxastina,,,pl15
myrtecainum,myrtecaine,myrtécaïne,mirtecaína,麦替卡因,,pl15
namoxyratum,namoxyrate,namoxyrate,namoxirato,纳莫雷特,,pl15
natamycinum,natamycin,natamycine,natamicina,那他霉素,,pl15
neutramycinum,neutramycin,neutramycine,neutramicina,中性霉素,,pl15
nicametatum,nicametate,nicamétate,nicametato,烟卡酯,,pl15
niceverinum,niceverine,nicévérine,niceverina,尼西维林,,pl15
nicodicodinum,nicodicodine,nicodicodine,nicodicodina,烟氢可待因,,pl15
nifenazonum,nifenazone,nifénazone,nifenazona,尼芬那宗,,pl15
nitrodanum,nitrodan,nitrodan,nitrodán,硝旦,,pl15
nitroxolinum,nitroxoline,nitroxoline,nitroxolina,硝羟喹啉,,pl15
norboletonum,norboletone,norbolétone,norboletona,诺勃酮,,pl15
octamoxinum,octamoxin,octamoxine,octamoxina,奥他莫辛,,pl15
opipramolum,opipramol,opipramol,opipramol,奥匹哌醇,,pl15
osalmidum,osalmid,osalmide,osalmida,柳胺酚,,pl15
oxacillinum,oxacillin,oxacilline,oxacilina,苯唑西林,,pl15
oxamarinum,oxamarin,oxamarine,oxamarina,奥沙香豆素,,pl15
oxysonii iodidum,oxysonium iodide,iodure d'oxysonium,ioduro de oxisonio,奥昔碘锍,,pl15
pecocyclinum,pecocycline,pécocycline,pecociclina,哌考环素,,pl15
peliomycinum,peliomycin,péliomycine,peliomicina,培利霉素,,pl15
pengitoxinum,pengitoxin,pengitoxine,pengitoxina,喷吉妥辛,,pl15
perastinum,perastin,pérastine,perastina,,,pl15
quillifolinum,quillifoline,quillifoline,quilifolina,喹利复林,,pl15
quindecaminum,quindecamine,quindécamine,quindecamina,喹地卡明,,pl15
quinestradolum,quinestradol,quinestradol,quinestradol,奎雌醇,,pl15
quingestanolum,quingestanol,quingestanol,quingestanol,奎孕醇,,pl15
relomycinum,relomycin,rélomycine,relomicina,瑞洛霉素,,pl15
rifamidum,rifamide,rifamide,rifamida,利福米特,,pl15
rolodinum,rolodine,rolodine,rolodina,罗咯定,,pl15
salverinum,salverine,salvérine,salverina,沙维林,,pl15
sancyclinum,sancycline,sancycline,sanciclina,山环素,,pl15
simaldratum,simaldrate,simaldrate,sorbitani sesquíoleas,硅镁铝,,pl15
spirilenum,spirilene,spirilène,espirileno,螺立林,,pl15
sulclamidum,sulclamide,sulclamide,sulclamida,磺氯酰胺,,pl15
sulfanitranum,sulfanitran,sulfanitran,sulfanitrán,磺胺硝苯,,pl15
sulfomyxinum,sulfomyxin,sulfomyxine,sulfomixina,磺粘菌素,,pl15
symclosenum,symclosene,symclosène,sincloseno,氯氧三嗪,,pl15
tenylidonum,tenylidone,ténylidone,tenilidona,替尼酮,,pl15
testolactonum,testolactone,testolactone,testolactona,睾内酯,,pl15
tiametonil iodidum,tiametonium iodide,iodure de tiamétonium,ioduro de tiametonio,硫美碘铵,,pl15
tiamiprinum,tiamiprine,tiamiprine,tiamiprina,硫米嘌呤,,pl15
